Title,Tags,Answered,Link,With code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
libpd library Low latency support for video?,"java,android,latency,low-latency,libpd",True,https://stackoverflow.com/questions/30891306/libpd-library-low-latency-support-for-video,True,latency,No,No,,,,,0,0,0
Android animations memory leak,"android,animation",True,https://stackoverflow.com/questions/30874547/android-animations-memory-leak,True,memory leak,No,No,,,,,0,0,0
Realtime/zero-latency video stream: what codec parameters to use?,"android,video-streaming,gstreamer,h.264",True,https://stackoverflow.com/questions/30730082/realtime-zero-latency-video-stream-what-codec-parameters-to-use,True,latency,No,No,,,,,0,0,0
Improving the latency of server response under high-volme traffic [closed],"php,android,mysql,high-availability,high-load",True,https://stackoverflow.com/questions/30701138/improving-the-latency-of-server-response-under-high-volme-traffic,True,latency,No,No,,,,,0,0,0
Android out of memory exception,"android,out-of-memory,assets,bitmapfactory,android-bitmap",True,https://stackoverflow.com/questions/30636855/android-out-of-memory-exception,True,out of memory,No,No,"android:largeHeap=""true""",,,,0,0,0
Out Of Memory on Assets.Reload after Purchasing Item,"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/30642837/out-of-memory-on-assets-reload-after-purchasing-item,True,out of memory,Memory Consumption,Image,"Bitmap
I developed a game that use 2 textures (one is 2048x2048 and other is 1024x2048) beside that i use 7 background pictures as level images (each 640x960).

i got Out of Memory (OOM) when payment successful is pop out (inapp billing), i traced the log and got that the error is come out when it run onSurfaceCreated where the code assets.reload executed where all my textures and background pictures is reloaded.

don't know what to do since if i don't reload i will not get proper image.

FYI : assets.reload is called also when pause/resume executed (when i pressed home button while playing) but it never become problem.

",,,,1,1,1
FirebaseAuth Memory Leak in Activity,"android,memory-leaks,firebase,firebase-authentication,leakcanary",True,https://stackoverflow.com/questions/30587340/firebaseauth-memory-leak-in-activity,True,memory leak,No,No,,,,,0,0,0
Could this Runnable class cause memory leaks?,"android,multithreading,kotlin,memory-leaks,runnable",True,https://stackoverflow.com/questions/54814017/could-this-runnable-class-cause-memory-leaks,True,memory leak,Memory Consumption,Fragment,,,"When you use a Runnable or other long-lived task in a Fragment, the Runnable implicitly holds a reference to the Fragment if the task is a non-static inner class. If the Runnable task is still running after the Fragment is destroyed, the Fragment and all of its view resources cannot be rubbish collected, resulting in a memory leak.",,1,1,1
"Is it ok to use observerForever() for a LiveData, does it not cause memory leaks? and should I unregister it somewhere in activity?","android,android-livedata",True,https://stackoverflow.com/questions/54759878/is-it-ok-to-use-observerforever-for-a-livedata-does-it-not-cause-memory-leaks,True,memory leak,No,No,,,,,0,0,0
Can storing a system service statically lead to memory leaks?,"java,android,android-context",True,https://stackoverflow.com/questions/54633492/can-storing-a-system-service-statically-lead-to-memory-leaks,True,memory leak,No,No,,,,,0,0,0
tool to measure performance of android app rendering time/app latency/Performance,"android,performance,rendering,latency",True,https://stackoverflow.com/questions/54565684/tool-to-measure-performance-of-android-app-rendering-time-app-latency-performanc,True,latency,No,No,,,,,0,0,0
Memory Leak with SwipeRefreshLayout,android,True,https://stackoverflow.com/questions/56796929/memory-leak-with-swiperefreshlayout,True,memory leak,"Memory Consumption
Energy Consumption",Background Thread,,example,,,1,1,1
Will making application class singleton cause memory leak?,"android,memory-leaks,leakcanary",True,https://stackoverflow.com/questions/56660758/will-making-application-class-singleton-cause-memory-leak,True,memory leak,No,No,,,,,0,0,0
is this a memory leak attaching to a view?,"android,memory-leaks",True,https://stackoverflow.com/questions/56448774/is-this-a-memory-leak-attaching-to-a-view,True,memory leak,Memory Consumption,No,,,,"You should use Handler() for this case since it will cause a memory leak based on what you're trying to do. postDelayed will push into a queue and when the context gets destroyed, the queue stays behind.

",0,1,0
Wired Out of memory: Java heap space error with ffmpeg library,"android,gradle,ffmpeg,out-of-memory,heap-memory",True,https://stackoverflow.com/questions/56271816/wired-out-of-memory-java-heap-space-error-with-ffmpeg-library,True,out of memory,No,No,,,,,0,0,0
ShowCaseView Out of Memory Error,"java,android,out-of-memory,showcaseview,samsung-galaxy",True,https://stackoverflow.com/questions/35941998/showcaseview-out-of-memory-error,True,out of memory,Memory Consumption,Image,"Bitmap
",not sure,,,0,1,1
Bitmap.createBitmap out of memory error java,"java,android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/35941542/bitmap-createbitmap-out-of-memory-error-java,True,out of memory,Memory Consumption,Image,"Bitmap
",,,,1,1,1
High CPU usage when playing GIFs,"android,gif,android-glide",True,https://stackoverflow.com/questions/35805000/high-cpu-usage-when-playing-gifs,True,cpu usage,CPU Usage,Image,,,,,1,1,1
Memory leak using Lollipop's transitions,"android,memory-leaks,android-transitions",True,https://stackoverflow.com/questions/35791795/memory-leak-using-lollipops-transitions,True,memory leak,Memory Consumption,Fragment,I'm trying to implement transition between fragment (that attached to the MainActivity) with RecyclerView and the DetailActivity.,,,,1,1,1
best data storage for android app with lots of data,android,True,https://stackoverflow.com/questions/35746818/best-data-storage-for-android-app-with-lots-of-data,True,data storage,No,,,,,,0,0,0
OsmDroid MyLocationNewOverlay.enableMyLocation() cause memory leak,"android,memory-leaks,osmdroid,mylocationoverlay",True,https://stackoverflow.com/questions/35726790/osmdroid-mylocationnewoverlay-enablemylocation-cause-memory-leak,True,memory leak,Memory Consumption,Resource,"There is a memory leak in my app that is using OsmDroid. After some search, I found the leak is caused by the MyLocationNewOverlay.enableMyLocation() method:

If I comment that line out, there will be no memory leak. I think I forgot to deregister the location listener at onPause() or OnStop(). So I try to deregister it at onPause() by using:

However, the leak still occurs. I even tried to remove the whole mMyLocationNewOverlay but it still doesn't work. I am wondering what is the proper way to deregister the location listener in OsmDroid and fix the memory leak?

Shortly after I posted the question, I found the solution myself. In short, the solution is whenever a new MyLocationNewOverlay is added, the old MyLocationNewOverlay must be disabled BEFORE removal by calling:

Simply removing the overlay wouldn't work because the callback is still holding the reference of the overlay.

Of course, the best practice is to have only one MyLocationNewOverlay and manage the same (I made the mistake of adding a new one). I hope this will help someone with the same problem.",,,,1,1,1
